"id","wahlperiode","sitzung","title","description","detail","number","title_clean","week","year","category","duration","held_on","sequence","name","session_identifier"
15421,18,243,"TOP 12 Änderung des StGB - Wohnungseinbruchdiebstahl","Gesetzentwurf","<div class=""bt-top-collapse collapse"">
                – Zweite und dritte Beratung des von den Fraktionen der CDU/CSU und SPD eingebrachten Entwurfs eines … Gesetzes zur Änderung des Strafgesetzbuches – Wohnungseinbruchdiebstahl<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/123/1812359.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12359 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12359</a><br>– Zweite und dritte Beratung des von der Bundesregierung <br>eingebrachten Entwurfs eines … Gesetzes zur Änderung des Strafgesetzbuches – Wohnungseinbruchdiebstahl<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/127/1812729.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12729 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12729</a><br>Beschlussempfehlung und Bericht des Ausschusses für Recht und Verbraucherschutz (6. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/129/1812933.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12933 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12933</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/129/1812995.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12995 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12995</a>
                              </div>","12","Änderung des StGB - Wohnungseinbruchdiebstahl",26,2017,"Recht",50,"2017-06-29",7,"Änderung des StGB - Wohnungseinbruchdiebstahl","TOP 12"
15422,18,243,"TOP 13 Bürgerversicherung, Absicherung von Selbständigen","Antrag","<div class=""bt-top-collapse collapse"">
                a) Beratung des Antrags der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Solidarität und Verlässlichkeit, Qualität und Wahlfreiheit in unserem Gesundheitswesen stärken – Einstieg in die Bürgerversicherung<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/129/1812951.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12951 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12951</a>	<br>b) Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Arbeit und Soziales (11. Ausschuss) <br>zu dem Antrag der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Mit Sicherheit in die Selbständigkeit – Für eine bessere Absicherung von Selbständigen<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/100/1810035.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/10035 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/10035</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/126/1812673.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12673 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12673</a><br><br>
                              </div>","13","Bürgerversicherung, Absicherung von Selbständigen",26,2017,"Arbeit und Beschäftigung;Soziale Sicherung;Gesundheit",55,"2017-06-29",8,"Bürgerversicherung, Absicherung von Selbständigen","TOP 13"
15423,18,243,"TOP 14 Gesetz zur Förderung von Mieterstrom","Gesetzentwurf","<div class=""bt-top-collapse collapse"">
                – Zweite und dritte Beratung des von den Fraktionen der CDU/CSU und SPD eingebrachten Entwurfs eines Gesetzes zur Förderung von Mieterstrom und zur Änderung weiterer Vorschriften des Erneuerbare-Energien-Gesetzes<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/123/1812355.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12355 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12355</a><br>– Zweite und dritte Beratung des von der Bundesregierung <br>eingebrachten Entwurfs eines Gesetzes zur Förderung von Mieterstrom und zur Änderung weiterer Vorschriften des Erneuerbare-Energien-Gesetzes<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/127/1812728.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12728 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12728</a><br>Beschlussempfehlung und Bericht des Ausschusses für Wirtschaft und Energie (9. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/129/1812988.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12988 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12988</a><br>
                              </div>","14","Gesetz zur Förderung von Mieterstrom",26,2017,"Energie;Umwelt",50,"2017-06-29",9,"Gesetz zur Förderung von Mieterstrom","TOP 14"
15424,18,243,"TOP 15 Gleichwertige Lebensverhältnisse in Ost und West","Antrag","<div class=""bt-top-collapse collapse"">
                a) Beratung des Antrags der Fraktion DIE LINKE. <br>Für gleichwertige Lebensverhältnisse in allen Regionen in Ost und West<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/117/1811750.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11750 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11750</a><br>b) Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Arbeit und Soziales (11. Ausschuss) <br>zu dem Antrag der Fraktion DIE LINKE. <br>Forderung der Vereinten Nationen zu den in der DDR geschiedenen Frauen sofort umsetzen<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/121/1812107.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12107 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12107</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/128/1812854.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12854 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12854</a><br><br>
                              </div>","15","Gleichwertige Lebensverhältnisse in Ost und West",26,2017,"Gesellschaftspolitik, soziale Gruppen;Neue Bundesländer",50,"2017-06-29",10,"Gleichwertige Lebensverhältnisse in Ost und West","TOP 15"
15425,18,243,"TOP 16 Bundeswehreinsatz im Libanon (UNIFIL)","Namentliche Abstimmung über Beschlussempfehlung","<div class=""bt-top-collapse collapse"">
                – Beratung der Beschlussempfehlung und des Berichts des Auswärtigen Ausschusses (3. Ausschuss) <br>zu dem Antrag der Bundesregierung <br>Fortsetzung der Beteiligung bewaffneter deutscher Streitkräfte an der „United Nations Interim Force in Lebanon“ (UNIFIL)<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/124/1812492.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12492 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12492</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/128/1812866.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12866 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12866</a><br>– Bericht des Haushaltsausschusses (8. Ausschuss) gemäß § 96 der Geschäftsordnung<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/128/1812867.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12867 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12867</a><br><br>Namentliche Abstimmung
                              </div>","16","Bundeswehreinsatz im Libanon (UNIFIL)",26,2017,"Verteidigung",35,"2017-06-29",11,"Bundeswehreinsatz im Libanon (UNIFIL)","TOP 16"
15426,18,243,"TOP 17 Bundespolizeibeauftragtengesetz","Gesetzentwurf","<div class=""bt-top-collapse collapse"">
                a) Zweite und dritte Beratung des von der Fraktion BÜNDNIS 90/DIE GRÜNEN <br>eingebrachten Entwurfs eines Gesetzes über die unabhängige Polizeibeauftragte oder den unabhängigen Polizeibeauftragten des Bundes (Bundespolizeibeauftragtengesetz – BPolBeauftrG)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/076/1807616.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/7616 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/7616</a><br>Beschlussempfehlung und Bericht des Innenausschusses (4. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/128/1812826.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12826 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12826</a><br>b) Beratung der Beschlussempfehlung und des Berichts des Innenausschusses (4. Ausschuss) <br>zu dem Antrag der Fraktion BÜNDNIS 90/DIE GRÜNEN <br>Aufklärung polizeilichen Fehlverhaltens erleichtern – Ergänzung zum Entwurf eines Gesetzes über die unabhängige Polizeibeauftragte oder den unabhängigen Polizeibeauftragten des Bundes (Bundespolizeibeauftragtengesetz – BPolBeauftrG)<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/076/1807617.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/7617 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/7617</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/128/1812826.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12826 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12826</a><br>c) Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Wahlprüfung, Immunität und Geschäftsordnung (1. Ausschuss) <br>zu dem Antrag der Fraktion BÜNDNIS 90/DIE GRÜNEN <br>Änderung der Geschäftsordnung des Deutschen Bundestages<br>hier:	Umsetzung des Gesetzes über die unabhängige Polizeibeauftragte oder den unabhängigen Polizeibeauftragten des Bundes (Bundespolizeibeauftragtengesetz – BPolBeauftrG)<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/076/1807618.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/7618 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/7618</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/129/1812978.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12978 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12978</a>
                              </div>","17","Bundespolizeibeauftragtengesetz",26,2017,"Innere Sicherheit",35,"2017-06-29",12,"Bundespolizeibeauftragtengesetz","TOP 17"
15427,18,243,"TOP 20 Verordnung über den Umgang mit Nährstoffen","Beschlussempfehlung","<div class=""bt-top-collapse collapse"">
                Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Ernährung und Landwirtschaft (10. Ausschuss) <br>zu der Verordnung des Bundesministeriums für Ernährung und Landwirtschaft<br>Verordnung über den Umgang mit Nährstoffen im Betrieb und zur Änderung weiterer Vorschriften<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/127/1812731.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12731 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12731</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/128/1812879.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12879 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12879</a> Nr.2, 1812921<br>
                              </div>","20","Verordnung über den Umgang mit Nährstoffen",26,2017,"Landwirtschaft und Ernährung",30,"2017-06-29",13,"Verordnung über den Umgang mit Nährstoffen","TOP 20"
15428,18,243,"TOP 22 Aufarbeitung der Verbrechen in der Colonia Dignidad","Antrag","<div class=""bt-top-collapse collapse"">
                a) Beratung des Antrags der Fraktionen CDU/CSU, SPD und BÜNDNIS 90/DIE GRÜNEN<br>Aufarbeitung der Verbrechen in der Colonia Dignidad<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/129/1812943.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12943 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12943</a><br>b) Beratung des Antrags der Abgeordneten Renate Künast, Harald Petzold (Havelland) und weiterer Abgeordneter <br>Aufarbeitung der Verbrechen in der Colonia Dignidad und Hilfe für die Opfer<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/118/1811805.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11805 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11805</a><br><br>
                              </div>","22","Aufarbeitung der Verbrechen in der Colonia Dignidad",26,2017,"Gesellschaftspolitik, soziale Gruppen;Recht",35,"2017-06-29",21,"Aufarbeitung der Verbrechen in der Colonia Dignidad","TOP 22"
15429,18,243,"TOP 24 Gesetz zur EU-Richtlinie über Versicherungsvertrieb","Gesetzentwurf","<div class=""bt-top-collapse collapse"">
                Zweite und dritte Beratung des von der Bundesregierung <br>eingebrachten Entwurfs eines Gesetzes zur Umsetzung der Richtlinie (EU) 2016/97 des Europäischen Parlaments und des Rates vom 20. Januar 2016 über Versicherungsvertrieb und zur Änderung des Außenwirtschaftsgesetzes<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/116/1811627.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11627 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11627</a><br>Beschlussempfehlung und Bericht des Ausschusses für Wirtschaft und Energie (9. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/130/1813009.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/13009 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/13009</a><br>
                              </div>","24","Gesetz zur EU-Richtlinie über Versicherungsvertrieb",26,2017,"Außenwirtschaft;Europapolitik und Europäische Union",30,"2017-06-29",23,"Gesetz zur EU-Richtlinie über Versicherungsvertrieb","TOP 24"
15430,18,243,"TOP 27 Freiheitsbeschränkende Maßnahmen gegenüber Kindern","Gesetzentwurf","<div class=""bt-top-collapse collapse"">
                – Zweite und dritte Beratung des von der Bundesregierung <br>eingebrachten Entwurfs eines Gesetzes zur Einführung eines familiengerichtlichen Genehmigungsvorbehaltes für freiheitsentziehende Maßnahmen bei Kindern<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/112/1811278.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11278 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11278</a><br>– Zweite und dritte Beratung des von der Fraktion BÜNDNIS 90/DIE GRÜNEN eingebrachten Entwurfs eines Gesetzes zur Änderung des Bürgerlichen Gesetzbuchs zur Einführung eines gerichtlichen Genehmigungserfordernisses bei freiheitsbeschränkenden Maßnahmen gegenüber Kindern<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/098/1809804.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/9804 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/9804</a><br>Beschlussempfehlung und Bericht des Ausschusses für Recht und Verbraucherschutz (6. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/129/1812938.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12938 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12938</a><br>
                              </div>","27","Freiheitsbeschränkende Maßnahmen gegenüber Kindern",26,2017,"Bildung und Erziehung;Gesellschaftspolitik, soziale Gruppen;Recht",30,"2017-06-29",26,"Freiheitsbeschränkende Maßnahmen gegenüber Kindern","TOP 27"
15431,18,244,"TOP ZP 11 Eheschließung für Personen gleichen Geschlechts","Namentliche Abstimmung über Gesetzentwurf","<div class=""bt-top-collapse collapse"">
                Zweite und dritte Beratung des vom Bundesrat <br>eingebrachten Entwurfs eines Gesetzes zur Einführung des Rechts auf Eheschließung für Personen gleichen Geschlechts<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/066/1806665.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/6665 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/6665</a> <br>Beschlussempfehlung und Bericht des Ausschusses für Recht und Verbraucherschutz (6. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/129/1812989.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12989 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12989</a> Buchstabe a
                              </div>","ZP 11","Eheschließung für Personen gleichen Geschlechts",26,2017,"Gesellschaftspolitik, soziale Gruppen",60,"2017-06-30",2,"Eheschließung für Personen gleichen Geschlechts","TOP ZP 11"
15432,18,244,"TOP ZP 12 Netzwerkdurchsetzungsgesetz","Gesetzentwurf","<div class=""bt-top-collapse collapse"">
                ZP a) – Zweite und dritte Beratung des von den Fraktionen der CDU/CSU und SPD<br>eingebrachten Entwurfs eines Gesetzes zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/123/1812356.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12356 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12356</a><br>– Zweite und dritte Beratung des von der Bundesregierung <br>eingebrachten Entwurfs eines Gesetzes zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken (Netzwerkdurchsetzungsgesetz – NetzDG)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/127/1812727.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12727 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12727</a><br>Beschlussempfehlung und Bericht des Ausschusses für Recht und Verbraucherschutz (6. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/130/1813013.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/13013 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/13013</a><br>b) Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Recht und Verbraucherschutz (6. Ausschuss) <br>zu dem Antrag der Fraktion BÜNDNIS 90/DIE GRÜNEN <br>Transparenz und Recht im Netz – Maßnahmen gegen Hasskommentare, „Fake News“ und Missbrauch von „Social Bots""<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/118/1811856.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11856 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11856</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/130/1813013.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/13013 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/13013</a><br><br>
                              </div>","ZP 12","Netzwerkdurchsetzungsgesetz",26,2017,"Medien, Kommunikation und Informationstechnik;Recht",50,"2017-06-30",3,"Netzwerkdurchsetzungsgesetz","TOP ZP 12"
15433,18,244,"TOP ZP 13 Urheberrechts-Wissensgesellschafts- Gesetz","Gesetzentwurf","<div class=""bt-top-collapse collapse"">
                a) Zweite und dritte Beratung des von der Bundesregierung <br>eingebrachten Entwurfs eines Gesetzes zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (Urheberrechts-Wissensgesellschafts-Gesetz – UrhWissG)<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/123/1812329.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12329 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12329</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/123/1812378.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12378 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12378</a><br>Beschlussempfehlung und Bericht des Ausschusses für Recht und Verbraucherschutz (6. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/130/1813014.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/13014 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/13014</a><br>b) Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Recht und Verbraucherschutz (6. Ausschuss) <br>zu dem Antrag der Fraktion DIE LINKE.<br>Verleihbarkeit digitaler Medien entsprechend analoger Werke in Öffentlichen Bibliotheken sicherstellen<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/054/1805405.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/5405 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/5405</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/130/1813014.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/13014 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/13014</a><br><br>
                              </div>","ZP 13","Urheberrechts-Wissensgesellschafts- Gesetz",26,2017,"Medien, Kommunikation und Informationstechnik;Recht",40,"2017-06-30",4,"Urheberrechts-Wissensgesellschafts- Gesetz","TOP ZP 13"
15434,18,244,"TOP ZP 14 Netzentgeltmodernisierungsgesetz","Gesetzentwurf","<div class=""bt-top-collapse collapse"">
                Zweite und dritte Beratung des von der Bundesregierung <br>eingebrachten Entwurfs eines Gesetzes zur Modernisierung der Netzentgeltsstruktur (Netzentgeltmodernisierungsgesetz)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/115/1811528.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11528 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11528</a><br>Beschlussempfehlung und Bericht des Ausschusses für Wirtschaft und Energie (9. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/129/1812999.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12999 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12999</a><br>
                              </div>","ZP 14","Netzentgeltmodernisierungsgesetz",26,2017,"Medien, Kommunikation und Informationstechnik",45,"2017-06-30",5,"Netzentgeltmodernisierungsgesetz","TOP ZP 14"
15435,18,244,"TOP ZP 15 Änderung des Telemediengesetzes","Gesetzentwurf","<div class=""bt-top-collapse collapse"">
                Zweite und dritte Beratung des von der Bundesregierung <br>eingebrachten Entwurfs eines Dritten Gesetzes zur Änderung des Telemediengesetzes<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/122/1812202.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12202 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12202</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/124/1812496.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12496 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12496</a><br>Beschlussempfehlung und Bericht des Ausschusses für Wirtschaft und Energie (9. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/130/1813010.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/13010 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/13010</a><br>
                              </div>","ZP 15","Änderung des Telemediengesetzes",26,2017,"Medien, Kommunikation und Informationstechnik",30,"2017-06-30",6,"Änderung des Telemediengesetzes","TOP ZP 15"
15436,18,244,"TOP 29 Emissionsfreie Mobilität, Bahnpolitik, Radverkehr","Überweisung","<div class=""bt-top-collapse collapse"">
                a) Beratung des Antrags der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Emissionsfreier Mobilität zum Durchbruch verhelfen – Mit sauberen Autos Wettbewerbsstärke, Wertschöpfung und Arbeitsplätze in der Automobilwirtschaft erhalten<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/129/1812948.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12948 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12948</a><br>b) Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Verkehr und digitale Infrastruktur (15. Ausschuss) <br>zu dem Antrag der Fraktion BÜNDNIS 90/DIE GRÜNEN <br>Die Bahnpolitik auf das richtige Gleis setzen<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/103/1810383.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/10383 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/10383</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/112/1811219.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11219 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11219</a><br>c) Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Verkehr und digitale Infrastruktur (15. Ausschuss)<br>zu dem Antrag der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Radverkehr konsequent fördern <br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/117/1811729.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/11729 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/11729</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/128/1812816.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12816 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12816</a>
                              </div>","29","Emissionsfreie Mobilität, Bahnpolitik, Radverkehr",26,2017,"Umwelt;Verkehr",75,"2017-06-30",7,"Emissionsfreie Mobilität, Bahnpolitik, Radverkehr","TOP 29"
15437,18,244,"TOP 30 Leitlinien zur Krisenprävention, Friedensförderung","Überweisung","<div class=""bt-top-collapse collapse"">
                Beratung der Unterrichtung durch die Bundesregierung <br>Leitlinien der Bundesregierung – Krisen verhindern, Konflikte bewältigen, Frieden fördern<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/128/1812813.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12813 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12813</a><br>
                              </div>","30","Leitlinien zur Krisenprävention, Friedensförderung",26,2017,"Außenpolitik und internationale Beziehungen",45,"2017-06-30",8,"Leitlinien zur Krisenprävention, Friedensförderung","TOP 30"
15438,18,244,"TOP 31 Bericht des 5. Untersuchungsausschusses (Abgas)","Beschlussempfehlung","<div class=""bt-top-collapse collapse"">
                Beratung der Beschlussempfehlung und des Berichts <br>des 5. Untersuchungsausschusses nach Artikel 44 des Grundgesetzes<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/129/1812900.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/12900 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/12900</a><br>
                              </div>","31","Bericht des 5. Untersuchungsausschusses (Abgas)",26,2017,"Umwelt;Verkehr",70,"2017-06-30",9,"Bericht des 5. Untersuchungsausschusses (Abgas)","TOP 31"
